,Metabolite,Formula,Polarity (z),mz,ppm,RT,RT_range,Detection,1 20AF,2 20AF,4 40AM,5 40AM,6 40AM,7 2e6 Mf,8 2e6 Mf,9 2e6 Mf,10 200 L3,11 200 L3,12 200 L3,AF_vs_AM_ttest_pval,AF_vs_AM_Log2FoldChange,AF_vs_AM_impact_score,AF_vs_L3_ttest_pval,AF_vs_L3_Log2FoldChange,AF_vs_L3_impact_score,AF_vs_Mf_ttest_pval,AF_vs_Mf_Log2FoldChange,AF_vs_Mf_impact_score,AM_vs_AF_ttest_pval,AM_vs_AF_Log2FoldChange,AM_vs_AF_impact_score,AM_vs_L3_ttest_pval,AM_vs_L3_Log2FoldChange,AM_vs_L3_impact_score,AM_vs_Mf_ttest_pval,AM_vs_Mf_Log2FoldChange,AM_vs_Mf_impact_score,L3_vs_AF_ttest_pval,L3_vs_AF_Log2FoldChange,L3_vs_AF_impact_score,L3_vs_AM_ttest_pval,L3_vs_AM_Log2FoldChange,L3_vs_AM_impact_score,L3_vs_Mf_ttest_pval,L3_vs_Mf_Log2FoldChange,L3_vs_Mf_impact_score,Mf_vs_AF_ttest_pval,Mf_vs_AF_Log2FoldChange,Mf_vs_AF_impact_score,Mf_vs_AM_ttest_pval,Mf_vs_AM_Log2FoldChange,Mf_vs_AM_impact_score,Mf_vs_L3_ttest_pval,Mf_vs_L3_Log2FoldChange,Mf_vs_L3_impact_score
125,N-Acetylglutamine,C7H12N2O4,-,187.0724,-7.1,7.95,0.48,2,5273520,4883698,-,-,-,-,-,-,-,-,-,8.452425255702833e-05,2.711009635568893,226753.0,8.452425255702833e-05,2.711009635568893,226753.0,8.452425255702833e-05,2.711009635568893,226753.0,8.452425255702833e-05,-2.7110096355688924,226753.0,NA,0.0,0.0,NA,0.0,0.0,8.452425255702833e-05,-2.7110096355688924,226753.0,NA,0.0,0.0,NA,0.0,0.0,8.452425255702833e-05,-2.7110096355688924,226753.0,NA,0.0,0.0,NA,0.0,0.0
126,N-Acetyl-L-methionine,C7H13NO3S,+,192.0689,-2.0,4.01,0.25,8,160733,168954,242343,190185,157714,59767,48149,22245,-,-,-,0.3918550390800844,-0.25524708118704714,1.0,1.7059066152043177e-05,4.043025095619367,84477.0,0.0036703670775287437,1.9257622613603609,108.0,0.3918550390800844,0.25524708118704725,1.0,0.0016275870873386075,4.298272176806414,1250.0,0.004760746191475078,2.181009342547408,114.0,1.7059066152043177e-05,-4.043025095619367,84477.0,0.0016275870873386075,-4.298272176806414,1250.0,0.03953185699519548,-2.1172628342590056,3.0,0.0036703670775287437,-1.9257622613603609,108.0,0.004760746191475078,-2.181009342547408,114.0,0.03953185699519548,2.1172628342590056,3.0
127,N-Acetylornithine,C7H14N2O3,+,175.1077,-4.1,10.01,0.35,8,9885617,10625686,21177692,27404584,26720978,25557,32010,36497,-,-,-,0.010206428430924994,-1.2913305638791202,4239.0,4.3054194731473844e-05,8.88906971793266,56586062.0,4.3191209752109636e-05,8.353523245675763,38951546.0,0.010206428430924994,1.2913305638791202,4239.0,0.00022002243014126947,10.180400281811783,66248415.0,0.00022035820605301323,9.644853809554887,45652621.0,4.3054194731473844e-05,-8.88906971793266,56586062.0,0.00022002243014126947,-10.180400281811783,66248415.0,0.03757193072434571,-0.5355464722568951,1.0,4.3191209752109636e-05,-8.353523245675763,38951546.0,0.00022035820605301323,-9.644853809554887,45652621.0,0.03757193072434571,0.5355464722568951,1.0
128,L-Cystathionine,C7H14N2O4S,+,223.0747,-9.9,13.51,0.38,4,21682,20739,19568,-,17856,-,-,-,-,-,-,0.08115626936596572,0.2450877260743954,0.0,0.0007776739137607577,0.3829191112422711,31.0,0.0007776739137607577,0.3829191112422711,31.0,0.08115626936596572,-0.24508772607439525,0.0,0.16237794414807305,0.13783138516787602,0.0,0.16237794414807305,0.13783138516787602,0.0,0.0007776739137607577,-0.3829191112422711,31.0,0.16237794414807305,-0.13783138516787585,0.0,NA,0.0,0.0,0.0007776739137607577,-0.3829191112422711,31.0,0.16237794414807305,-0.13783138516787585,0.0,NA,0.0,0.0
129,L-Carnitine,C7H15NO3,+,162.1125,-4.1,9.88,0.29,11,655710656,665838912,789374400,956261696,1065051904,26619174,18064474,18814020,5709980,4615216,6718686,0.07593903058608946,-0.5037302778819879,14915.0,4.4940321838429653e-07,6.8617952599071375,86240557716.0,1.1635710859126888e-06,4.9643456195636215,9148304635.0,0.07593903058608946,0.5037302778819879,14915.0,0.00031394139771991314,7.365525537789128,247561161.0,0.0003358948676398859,5.468075897445608,63126988.0,4.4940321838429653e-07,-6.8617952599071375,86240557716.0,0.00031394139771991314,-7.365525537789128,247561161.0,0.0052362002656707865,-1.8974496403435168,9551.0,1.1635710859126888e-06,-4.9643456195636215,9148304635.0,0.0003358948676398859,-5.468075897445608,63126988.0,0.0052362002656707865,1.8974496403435168,9551.0
130,D-Sedoheptulose 7-phosphate,C7H15O10P,-,289.033,-5.9,13.41,0.21,6,1148262,694545,313182,202697,207490,-,-,78814,-,-,-,0.030346065380400963,1.934063806247643,73.0,0.015243943876104366,3.658704878789519,412.0,0.01534521567649613,3.620609270702004,399.0,0.030346065380400963,-1.934063806247643,73.0,0.00956097682431815,1.7246410725418757,54.0,0.010007367576793071,1.6865454644543607,51.0,0.015243943876104366,-3.658704878789519,412.0,0.00956097682431815,-1.7246410725418757,54.0,0.3739009663000578,-0.03809560808751484,0.0,0.01534521567649613,-3.620609270702004,399.0,0.010007367576793071,-1.686545464454361,51.0,0.3739009663000578,0.03809560808751478,0.0
131,1-Methylnicotinamide,C7H8N2O,+,137.0709,-3.9,15.37,0.25,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
132,N6-Acetyl-L-lysine,C8H16N2O3,+,189.1234,-9.9,3.25,0.44,9,1339338,1838680,5746903,1077011,6709667,2639125,-,3423186,-,3107882,2629862,0.28541809587834005,-1.5053819266430133,30.0,0.5405001272476211,-0.4727713067641954,5.0,0.5170615513719892,-0.541870187968708,5.0,0.28541809587834005,1.505381926643013,30.0,0.2843362875522956,1.0326106198788176,24.0,0.3107042955125517,0.9635117386743052,21.0,0.5405001272476211,0.4727713067641954,5.0,0.2843362875522956,-1.032610619878818,24.0,0.9200814859433426,-0.06909888120451264,3.0,0.5170615513719892,0.541870187968708,5.0,0.3107042955125517,-0.9635117386743052,21.0,0.9200814859433426,0.06909888120451267,3.0
133,L-Phenylalanine,C9H11NO2,+,166.0863,-4.5,6.99,0.22,11,96657400,114817832,141016112,173053312,172539168,34399216,16178082,20385044,1174649,5192112,1209354,0.034274347463199836,-0.6173105886503956,5996.0,0.0006720190092340065,5.387849165099834,3372661.0,0.003586745265217069,2.160325675966966,80630.0,0.034274347463199836,0.6173105886503956,5996.0,0.00011649246340381591,6.00515975375023,45412294.0,0.0003152520516449324,2.7776362646173616,2021356.0,0.0006720190092340065,-5.387849165099834,3372661.0,0.00011649246340381591,-6.00515975375023,45412294.0,0.0203278219713673,-3.227523489132869,6031.0,0.003586745265217069,-2.160325675966966,80630.0,0.0003152520516449324,-2.7776362646173616,2021356.0,0.0203278219713673,3.227523489132869,6031.0
134,L-Tyrosine,C9H11NO3,+,182.0812,-3.7,9.56,0.16,11,96301712,96705768,112650440,124060904,136407216,22559944,11579392,13321823,575488,4050723,634571,0.05140455478278007,-0.3660148648700515,2769.0,8.578468257651553e-06,5.78219818278715,315166701.0,0.00035414558614593197,2.608800024265856,967360.0,0.05140455478278007,0.36601486487005147,2769.0,6.080163802435603e-05,6.148213047657201,73562662.0,0.00014390267366900101,2.9748148891359065,3829453.0,8.578468257651553e-06,-5.78219818278715,315166701.0,6.080163802435603e-05,-6.148213047657201,73562662.0,0.017360242331798774,-3.1733981585212945,4566.0,0.00035414558614593197,-2.608800024265856,967360.0,0.00014390267366900101,-2.9748148891359065,3829453.0,0.017360242331798774,3.1733981585212945,4566.0
135,Uridine,C9H12N2O6,-,243.0623,-1.1,11.74,0.41,2,152065,109242,-,-,-,-,-,-,-,-,-,0.020603050095527275,1.1473624350895721,10.0,0.020603050095527275,1.1473624350895721,10.0,0.020603050095527275,1.1473624350895721,10.0,0.020603050095527275,-1.147362435089572,10.0,NA,0.0,0.0,NA,0.0,0.0,0.020603050095527275,-1.147362435089572,10.0,NA,0.0,0.0,NA,0.0,0.0,0.020603050095527275,-1.147362435089572,10.0,NA,0.0,0.0,NA,0.0,0.0
136,Uridine 5'-monophosphate,C9H13N2O9P,-,323.0286,-4.6,11.33,0.29,6,97729,-,31922,-,-,1776925,1576325,5881624,-,-,74546,0.27440732079773805,1.0326602457529883,0.0,0.5865052910564718,0.4962951856732178,0.0,0.19472107607036154,-5.5756247470094005,385.0,0.27440732079773805,-1.0326602457529879,0.0,0.3795003326362848,-0.5363650600797705,0.0,0.09561700785646916,-6.608284992762388,1587.0,0.5865052910564718,-0.4962951856732178,0.0,0.3795003326362848,0.5363650600797703,0.0,0.09671973929142087,-6.071919932682617,1086.0,0.19472107607036154,5.5756247470094005,385.0,0.09561700785646916,6.608284992762388,1587.0,0.09671973929142087,6.071919932682617,1086.0
137,Cytidine,C9H13N3O5,+,244.0928,-4.9,8.54,0.24,9,2400981,3099200,3226626,3172193,5564400,1381976,1075866,841624,-,-,51636,0.3237445770926976,-0.5360921330876497,15.0,0.0019018316330257285,5.904977340349884,44046.0,0.015308471772106475,1.322209045067456,314.0,0.3237445770926976,0.5360921330876498,15.0,0.007494574589079319,6.4410694734375324,23382.0,0.022909164437395508,1.858301178155105,403.0,0.0019018316330257285,-5.904977340349884,44046.0,0.007494574589079319,-6.4410694734375324,23382.0,0.002531545296428629,-4.5827682952824285,5423.0,0.015308471772106475,-1.3222090450674555,314.0,0.022909164437395508,-1.858301178155105,403.0,0.002531545296428629,4.5827682952824285,5423.0
138,Uridine 5'-diphosphate,C9H14N2O12P2,+,405.0095,-5.1,13.58,0.21,5,719657,326738,257644,142809,195743,-,-,-,-,-,-,0.12340051303093108,1.3965314519014211,8.0,0.03976988874456255,5.42660671999772,289.0,0.03976988874456255,5.42660671999772,289.0,0.12340051303093108,-1.3965314519014211,8.0,0.0049208960922016995,4.030075268096299,350.0,0.0049208960922016995,4.030075268096299,350.0,0.03976988874456255,-5.42660671999772,289.0,0.0049208960922016995,-4.030075268096299,350.0,NA,0.0,0.0,0.03976988874456255,-5.42660671999772,289.0,0.0049208960922016995,-4.030075268096299,350.0,NA,0.0,0.0
139,Cytidine monophosphate,C9H14N3O8P,+,324.0591,-4.1,12.42,0.26,4,-,-,-,-,-,621149,615402,1208995,-,-,29184,NA,0.0,0.0,0.4950253460597123,-0.019567146655860818,0.0,0.053445990173193736,-4.861795490829891,229.0,NA,0.0,0.0,0.3739009663000602,-0.019567146655860818,0.0,0.016164709203643386,-4.861795490829891,758.0,0.4950253460597123,0.019567146655860897,0.0,0.3739009663000602,0.019567146655860897,0.0,0.01619098751978787,-4.842228344174032,747.0,0.053445990173193736,4.861795490829893,229.0,0.016164709203643386,4.861795490829893,758.0,0.01619098751978787,4.842228344174032,747.0
140,Carnosine,C9H14N4O3,+,227.1139,-4.3,12.05,0.36,6,-,25712,-,78372,33949,2054728,1468600,991267,-,-,-,0.4371093158430261,-1.0764455509661084,0.0,0.27222840122441616,0.4828310766999264,0.0,0.03334975659032802,-6.232174400816701,1719.0,0.4371093158430261,1.0764455509661084,0.0,0.21495430853078867,1.5592766276660348,0.0,0.008989902675245472,-5.155728849850595,3067.0,0.27222840122441616,-0.4828310766999265,0.0,0.21495430853078867,-1.5592766276660346,0.0,0.008358672088816365,-6.7150054775166295,9547.0,0.03334975659032802,6.232174400816701,1719.0,0.008989902675245472,5.155728849850595,3067.0,0.008358672088816365,6.7150054775166295,9547.0
141,Uridine triphosphate,C9H15N2O15P3,-,482.9613,-0.9,15.15,0.1,2,-,-,-,14258,47495,-,-,-,-,-,-,0.43011547994893656,-1.2580766515499926,0.0,NA,0.0,0.0,NA,0.0,0.0,0.43011547994893656,1.2580766515499926,0.0,0.3054394091345005,1.2580766515499926,0.0,0.3054394091345005,1.2580766515499926,0.0,NA,0.0,0.0,0.3054394091345005,-1.2580766515499926,0.0,NA,0.0,0.0,NA,0.0,0.0,0.3054394091345005,-1.2580766515499926,0.0,NA,0.0,0.0
142,CDP,C9H15N3O11P2,+,404.0255,-3.6,14.36,0.4,4,-,-,-,-,31272,33793,27500,23889,-,-,-,0.495025346059711,-0.19180571325830015,0.0,NA,0.0,0.0,0.1815754654216316,-0.3732724896250456,0.0,0.495025346059711,0.19180571325830026,0.0,0.373900966300059,0.19180571325830026,0.0,0.47421777519148794,-0.18146677636674546,0.0,NA,0.0,0.0,0.373900966300059,-0.19180571325830015,0.0,0.0889298095706742,-0.3732724896250456,0.0,0.1815754654216316,0.37327248962504544,0.0,0.47421777519148794,0.18146677636674527,0.0,0.0889298095706742,0.37327248962504544,0.0
143,Cytidine triphosphate,C9H16N3O14P3,-,481.9772,-5.3,16.05,0.23,1,-,11915,-,-,-,-,-,-,-,-,-,0.272228401224416,0.1319186788625675,0.0,0.272228401224416,0.1319186788625675,0.0,0.272228401224416,0.1319186788625675,0.0,0.272228401224416,-0.13191867886256742,0.0,NA,0.0,0.0,NA,0.0,0.0,0.272228401224416,-0.13191867886256742,0.0,NA,0.0,0.0,NA,0.0,0.0,0.272228401224416,-0.13191867886256742,0.0,NA,0.0,0.0,NA,0.0,0.0
144,L-Acetylcarnitine,C9H17NO4,+,204.123,-4.1,7.78,0.47,11,294753440,326264960,477813504,619553408,654590656,15554200,10743996,12481779,2562604,281262,559759,0.030619821291512483,-0.9112974134618348,27471.0,0.0001211199403198573,8.09638261035493,352100619.0,0.00013962280483562582,4.586214736547285,27822107.0,0.030619821291512483,0.9112974134618348,27471.0,0.0004192546337834572,9.007680023816762,359185875.0,0.00045436139177901133,5.497512150009121,29675314.0,0.0001211199403198573,-8.09638261035493,352100619.0,0.0004192546337834572,-9.007680023816766,359185875.0,0.001719251370663823,-3.5101678738076454,46593.0,0.00013962280483562582,-4.586214736547285,27822107.0,0.00045436139177901133,-5.497512150009121,29675314.0,0.001719251370663823,3.5101678738076454,46593.0
145,Pantothenic acid,C9H17NO5,+,220.1179,-4.3,6.31,0.36,9,16880638,18642926,12236127,17131310,17065354,239177,181193,159777,-,114498,-,0.3741925309616155,0.19859483047097512,51.0,0.00011288847884268816,7.453148835977265,13864352.0,0.00011500984610210398,6.521176519340905,7169586.0,0.3741925309616155,-0.19859483047097515,51.0,0.0006890117218420303,7.25455400550629,1726315.0,0.0007054192216020622,6.3225816888699296,889008.0,0.00011288847884268816,-7.453148835977265,13864352.0,0.0006890117218420303,-7.25455400550629,1726315.0,0.020134935621275142,-0.9319723166363604,14.0,0.00011500984610210398,-6.521176519340905,7169586.0,0.0007054192216020622,-6.3225816888699296,889008.0,0.020134935621275142,0.9319723166363604,14.0
146,Carbamoyl phosphate,CH4NO5P,-,139.9754,-7.4,23.47,0.43,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
